Name,DateTime,MonthYear,Year,Month,Outcome Type,Animal Type,Breed,Age upon Outcome,Age Group,Period
Monita,2019-01-09 13:50:09,01-2019,2019,January,Died,Dog,Chihuahua Shorthair Mix,15 years,Senior,Pre-COVID
June,2019-01-09 13:54:00,01-2019,2019,January,Return To Owner,Cat,Domestic Shorthair Mix,4 years,Adult,Pre-COVID
Harley,2019-01-09 13:55:00,01-2019,2019,January,Adoption,Dog,Doberman Pinsch,1 year,Young,Pre-COVID
Miller,2019-01-09 13:59:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,9 years,Senior,Pre-COVID
Beckham,2019-01-09 14:14:00,01-2019,2019,January,Return To Owner,Dog,Pointer Mix,13 years,Senior,Pre-COVID
*Joy,2019-01-09 14:40:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,1 month,Puppy/Kitten,Pre-COVID
Unknown,2019-01-09 15:28:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,12 years,Senior,Pre-COVID
Duke,2019-01-09 15:44:00,01-2019,2019,January,Return To Owner,Dog,Catahoula,1 year,Young,Pre-COVID
Sadie,2019-01-09 15:44:00,01-2019,2019,January,Return To Owner,Dog,Jack Russell Terrier Mix,1 year,Young,Pre-COVID
Lil Ann,2019-01-09 15:44:00,01-2019,2019,January,Rto-Adopt,Dog,Bloodhound,2 years,Adult,Pre-COVID
Unknown,2019-01-09 15:48:00,01-2019,2019,January,Return To Owner,Dog,Black Mouth Cur Mix,2 years,Adult,Pre-COVID
Ellie,2019-01-09 16:04:00,01-2019,2019,January,Adoption,Dog,Black Mouth Cur Mix,1 year,Young,Pre-COVID
Tino,2019-01-09 16:08:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair/Rat Terrier,1 year,Young,Pre-COVID
Brady,2019-01-09 16:17:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,8 years,Senior,Pre-COVID
Unknown,2019-01-09 16:32:00,01-2019,2019,January,Transfer,Dog,Great Dane Mix,6 years,Adult,Pre-COVID
*Fergi,2019-01-09 16:57:00,01-2019,2019,January,Adoption,Dog,Australian Cattle Dog Mix,2 years,Adult,Pre-COVID
Cejas,2019-01-09 17:15:00,01-2019,2019,January,Return To Owner,Dog,Chihuahua Shorthair,2 years,Adult,Pre-COVID
Nevada,2019-01-09 17:17:00,01-2019,2019,January,Rto-Adopt,Dog,German Shepherd Mix,2 years,Adult,Pre-COVID
Unknown,2019-01-09 17:20:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,5 years,Adult,Pre-COVID
Yoshi,2019-01-09 17:44:00,01-2019,2019,January,Return To Owner,Dog,Labrador Retriever Mix,1 year,Young,Pre-COVID
*Brian,2019-01-09 17:48:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Max,2019-01-09 17:52:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Unknown,2019-01-09 18:01:00,01-2019,2019,January,Adoption,Dog,Catahoula Mix,4 months,Puppy/Kitten,Pre-COVID
*Willow,2019-01-09 18:17:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,5 months,Puppy/Kitten,Pre-COVID
*Jarvis,2019-01-09 18:18:00,01-2019,2019,January,Adoption,Dog,Alaskan Husky Mix,10 months,Young,Pre-COVID
Unknown,2019-01-09 18:26:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,5 years,Adult,Pre-COVID
Milo,2019-01-09 18:30:00,01-2019,2019,January,Adoption,Dog,Border Collie Mix,1 year,Young,Pre-COVID
Bailey,2019-01-09 18:37:00,01-2019,2019,January,Adoption,Dog,Whippet Mix,6 months,Young,Pre-COVID
Luna,2019-01-09 18:43:00,01-2019,2019,January,Adoption,Dog,Staffordshire Mix,2 years,Adult,Pre-COVID
Millie,2019-01-09 18:53:00,01-2019,2019,January,Return To Owner,Dog,Labrador Retriever Mix,12 years,Senior,Pre-COVID
Queenie,2019-01-09 19:06:00,01-2019,2019,January,Transfer,Dog,German Shepherd Mix,15 years,Senior,Pre-COVID
Unknown,2019-01-10 10:00:00,01-2019,2019,January,Adoption,Dog,Miniature Schnauzer/Yorkshire Terrier,2 months,Puppy/Kitten,Pre-COVID
*Pearce,2019-01-10 10:45:00,01-2019,2019,January,Adoption,Dog,Staffordshire Mix,1 year,Young,Pre-COVID
Sitric,2019-01-10 11:48:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,5 years,Adult,Pre-COVID
Zola,2019-01-10 12:05:00,01-2019,2019,January,Return To Owner,Dog,German Shepherd/Siberian Husky,6 months,Young,Pre-COVID
*Tully,2019-01-10 12:29:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Corazon,2019-01-10 12:57:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,5 months,Puppy/Kitten,Pre-COVID
Sadie,2019-01-10 14:02:00,01-2019,2019,January,Return To Owner,Dog,Labrador Retriever Mix,3 years,Adult,Pre-COVID
Unknown,2019-01-10 14:12:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,6 months,Young,Pre-COVID
Unknown,2019-01-10 14:12:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,6 months,Young,Pre-COVID
Unknown,2019-01-10 14:13:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Unknown,2019-01-10 14:16:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,6 months,Young,Pre-COVID
Unknown,2019-01-10 14:16:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,6 months,Young,Pre-COVID
Chloe,2019-01-10 14:42:00,01-2019,2019,January,Adoption,Dog,Catahoula Mix,8 months,Young,Pre-COVID
*Monty,2019-01-10 15:12:00,01-2019,2019,January,Adoption,Cat,Domestic Medium Hair Mix,2 months,Puppy/Kitten,Pre-COVID
Millie,2019-01-10 16:04:00,01-2019,2019,January,Adoption,Dog,Staffordshire Mix,2 years,Adult,Pre-COVID
Coco,2019-01-10 16:05:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-10 16:19:00,01-2019,2019,January,Adoption,Cat,Domestic Medium Hair Mix,4 months,Puppy/Kitten,Pre-COVID
Yami,2019-01-10 16:20:00,01-2019,2019,January,Return To Owner,Dog,Yorkshire Terrier Mix,3 months,Puppy/Kitten,Pre-COVID
Dobby,2019-01-10 16:35:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,6 months,Young,Pre-COVID
Crunchy,2019-01-10 16:36:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,6 months,Young,Pre-COVID
Wally,2019-01-10 16:42:00,01-2019,2019,January,Adoption,Dog,German Shepherd Mix,1 year,Young,Pre-COVID
Leo,2019-01-10 16:58:00,01-2019,2019,January,Adoption,Dog,Rottweiler/Pit Bull,2 years,Adult,Pre-COVID
Gob,2019-01-10 17:06:00,01-2019,2019,January,Return To Owner,Dog,Tibetan Spaniel Mix,5 years,Adult,Pre-COVID
*Moonpie,2019-01-10 17:30:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,6 months,Young,Pre-COVID
Swisha,2019-01-10 17:44:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,2 years,Adult,Pre-COVID
Unknown,2019-01-10 17:44:00,01-2019,2019,January,Transfer,Dog,Pit Bull Mix,4 months,Puppy/Kitten,Pre-COVID
*Scout,2019-01-10 17:45:00,01-2019,2019,January,Adoption,Dog,Australian Kelpie Mix,2 years,Adult,Pre-COVID
Max,2019-01-10 18:22:00,01-2019,2019,January,Adoption,Dog,German Shepherd Mix,2 months,Puppy/Kitten,Pre-COVID
Scarlet,2019-01-10 18:36:00,01-2019,2019,January,Return To Owner,Dog,Bluetick Hound Mix,7 years,Adult,Pre-COVID
Fin,2019-01-10 18:59:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
Kye,2019-01-10 19:05:00,01-2019,2019,January,Return To Owner,Dog,Labrador Retriever Mix,4 years,Adult,Pre-COVID
Ashton,2019-01-10 19:06:00,01-2019,2019,January,Return To Owner,Dog,Cocker Spaniel Mix,8 years,Senior,Pre-COVID
*Bello,2019-01-10 19:13:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Jasmine,2019-01-10 19:20:00,01-2019,2019,January,Adoption,Dog,German Shepherd,7 years,Adult,Pre-COVID
Unknown,2019-01-11 00:00:00,01-2019,2019,January,Transfer,Cat,Domestic Longhair Mix,2 years,Adult,Pre-COVID
Billie,2019-01-11 11:58:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,3 years,Adult,Pre-COVID
Bear,2019-01-11 12:17:00,01-2019,2019,January,Return To Owner,Dog,Shih Tzu Mix,2 years,Adult,Pre-COVID
*Tuba,2019-01-11 12:30:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-11 12:44:57,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Kody,2019-01-11 13:20:00,01-2019,2019,January,Transfer,Dog,Brittany,3 years,Adult,Pre-COVID
Bullet,2019-01-11 14:05:00,01-2019,2019,January,Adoption,Dog,Australian Cattle Dog,4 years,Adult,Pre-COVID
Ghost,2019-01-11 14:10:00,01-2019,2019,January,Return To Owner,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
Snowman,2019-01-11 14:11:00,01-2019,2019,January,Return To Owner,Dog,Pit Bull Mix,1 year,Young,Pre-COVID
Sarina,2019-01-11 15:08:00,01-2019,2019,January,Adoption,Dog,Australian Cattle Dog Mix,6 months,Young,Pre-COVID
*Foxy,2019-01-11 15:16:00,01-2019,2019,January,Adoption,Dog,Cardigan Welsh Corgi Mix,7 months,Young,Pre-COVID
Unknown,2019-01-11 15:24:14,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,2 years,Adult,Pre-COVID
Libby,2019-01-11 15:34:00,01-2019,2019,January,Transfer,Dog,Doberman Pinsch Mix,6 months,Young,Pre-COVID
Yen,2019-01-11 15:43:00,01-2019,2019,January,Return To Owner,Dog,Plott Hound/Labrador Retriever,2 years,Adult,Pre-COVID
*Daniela,2019-01-11 16:07:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,1 year,Young,Pre-COVID
Blitzen,2019-01-11 16:07:00,01-2019,2019,January,Adoption,Dog,Australian Shepherd Mix,1 month,Puppy/Kitten,Pre-COVID
Mia,2019-01-11 16:16:00,01-2019,2019,January,Return To Owner,Dog,Cocker Spaniel Mix,3 years,Adult,Pre-COVID
*Halo,2019-01-11 16:20:00,01-2019,2019,January,Adoption,Dog,Great Pyrenees Mix,2 years,Adult,Pre-COVID
Unknown,2019-01-11 16:28:00,01-2019,2019,January,Adoption,Cat,Domestic Longhair Mix,4 months,Puppy/Kitten,Pre-COVID
*Nacho,2019-01-11 16:33:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever/Australian Shepherd,1 year,Young,Pre-COVID
Luna,2019-01-11 16:38:00,01-2019,2019,January,Adoption,Dog,Plott Hound Mix,7 months,Young,Pre-COVID
Pebbles,2019-01-11 16:47:00,01-2019,2019,January,Return To Owner,Dog,Border Collie Mix,2 years,Adult,Pre-COVID
Dasher,2019-01-11 16:49:00,01-2019,2019,January,Adoption,Dog,Australian Shepherd Mix,1 month,Puppy/Kitten,Pre-COVID
Toto,2019-01-11 16:55:00,01-2019,2019,January,Adoption,Dog,Jack Russell Terrier/Chihuahua Shorthair,1 year,Young,Pre-COVID
Moana,2019-01-11 16:59:00,01-2019,2019,January,Adoption,Dog,Australian Shepherd/Collie Rough,2 years,Adult,Pre-COVID
Delila,2019-01-11 16:59:00,01-2019,2019,January,Return To Owner,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
Jasper,2019-01-11 17:01:00,01-2019,2019,January,Return To Owner,Dog,Catahoula Mix,2 years,Adult,Pre-COVID
Bella,2019-01-11 17:07:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,2 years,Adult,Pre-COVID
Maxy,2019-01-11 17:15:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,5 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-11 17:16:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-11 17:17:02,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Sansa,2019-01-11 17:23:00,01-2019,2019,January,Adoption,Dog,German Shepherd/Labrador Retriever,1 year,Young,Pre-COVID
*Dylan,2019-01-11 17:36:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,10 months,Young,Pre-COVID
*Poppy,2019-01-11 17:43:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,3 months,Puppy/Kitten,Pre-COVID
Ghost,2019-01-11 17:44:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Dancer,2019-01-11 17:48:00,01-2019,2019,January,Adoption,Dog,Australian Shepherd Mix,1 month,Puppy/Kitten,Pre-COVID
*Fennec,2019-01-11 17:49:00,01-2019,2019,January,Adoption,Dog,Carolina Dog/Alaskan Husky,1 year,Young,Pre-COVID
Cyrus,2019-01-11 17:55:00,01-2019,2019,January,Adoption,Dog,Beagle Mix,5 months,Puppy/Kitten,Pre-COVID
Vixen,2019-01-11 17:56:00,01-2019,2019,January,Adoption,Dog,Australian Shepherd Mix,1 month,Puppy/Kitten,Pre-COVID
*Tally,2019-01-11 18:02:00,01-2019,2019,January,Adoption,Dog,Border Collie Mix,8 months,Young,Pre-COVID
Hank,2019-01-11 18:05:00,01-2019,2019,January,Adoption,Dog,Pointer/Boxer,1 year,Young,Pre-COVID
Unknown,2019-01-11 18:12:00,01-2019,2019,January,Adoption,Dog,Jack Russell Terrier Mix,2 years,Adult,Pre-COVID
Donner,2019-01-11 18:17:00,01-2019,2019,January,Adoption,Dog,Australian Shepherd Mix,1 month,Puppy/Kitten,Pre-COVID
Roscoe,2019-01-11 18:25:00,01-2019,2019,January,Adoption,Dog,Cocker Spaniel/German Shepherd,1 year,Young,Pre-COVID
Cash,2019-01-11 18:34:00,01-2019,2019,January,Return To Owner,Dog,Chinese Sharpei Mix,1 year,Young,Pre-COVID
*Buddy,2019-01-11 18:49:00,01-2019,2019,January,Adoption,Dog,Plott Hound Mix,1 year,Young,Pre-COVID
Firulais,2019-01-11 18:59:00,01-2019,2019,January,Return To Owner,Dog,Yorkshire Terrier Mix,2 years,Adult,Pre-COVID
Luna,2019-01-11 19:02:00,01-2019,2019,January,Adoption,Dog,Collie Smooth,10 months,Young,Pre-COVID
Bobo,2019-01-11 21:46:00,01-2019,2019,January,Return To Owner,Dog,Dachshund/Pug,2 years,Adult,Pre-COVID
Unknown,2019-01-12 08:02:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair,3 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 08:09:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,2 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 08:09:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,2 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 08:10:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,2 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 08:10:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,2 weeks,Puppy/Kitten,Pre-COVID
*Martini,2019-01-12 10:28:00,01-2019,2019,January,Adoption,Cat,Domestic Medium Hair,4 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 10:43:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,8 months,Young,Pre-COVID
Diablo,2019-01-12 11:21:00,01-2019,2019,January,Return To Owner,Dog,American Staffordshire Terrier Mix,4 years,Adult,Pre-COVID
Mooney,2019-01-12 12:05:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,3 years,Adult,Pre-COVID
Pinga-Linga,2019-01-12 12:19:00,01-2019,2019,January,Return To Owner,Dog,Shih Tzu Mix,3 years,Adult,Pre-COVID
Milo,2019-01-12 12:19:00,01-2019,2019,January,Return To Owner,Dog,Miniature Poodle,5 years,Adult,Pre-COVID
Max,2019-01-12 12:35:00,01-2019,2019,January,Return To Owner,Dog,Jack Russell Terrier Mix,5 years,Adult,Pre-COVID
Kiko,2019-01-12 12:39:00,01-2019,2019,January,Return To Owner,Dog,Chihuahua Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
Queenie,2019-01-12 13:03:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,1 year,Young,Pre-COVID
Toby,2019-01-12 13:07:00,01-2019,2019,January,Return To Owner,Dog,Labrador Retriever Mix,1 year,Young,Pre-COVID
Ruby,2019-01-12 13:43:00,01-2019,2019,January,Adoption,Dog,Australian Cattle Dog Mix,2 years,Adult,Pre-COVID
Lulu,2019-01-12 14:08:00,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,5 months,Puppy/Kitten,Pre-COVID
*Bessie,2019-01-12 14:09:00,01-2019,2019,January,Transfer,Dog,Pit Bull Mix,1 year,Young,Pre-COVID
Rosie,2019-01-12 14:25:00,01-2019,2019,January,Adoption,Dog,Staffordshire/Boxer,1 year,Young,Pre-COVID
Jj Watt,2019-01-12 14:26:00,01-2019,2019,January,Return To Owner,Dog,Rottweiler,1 year,Young,Pre-COVID
*Jiffy,2019-01-12 14:42:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,3 years,Adult,Pre-COVID
*Tilly,2019-01-12 15:05:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,2 months,Puppy/Kitten,Pre-COVID
Elvis,2019-01-12 15:07:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,5 years,Adult,Pre-COVID
Patty,2019-01-12 15:17:33,01-2019,2019,January,Transfer,Dog,German Shepherd Mix,7 years,Adult,Pre-COVID
Bigotes,2019-01-12 15:25:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Nolan,2019-01-12 15:29:00,01-2019,2019,January,Return To Owner,Dog,Pit Bull Mix,4 years,Adult,Pre-COVID
Maggie,2019-01-12 16:02:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever/Great Pyrenees,2 years,Adult,Pre-COVID
Monkey,2019-01-12 16:11:00,01-2019,2019,January,Adoption,Dog,Plott Hound Mix,1 year,Young,Pre-COVID
Salazar,2019-01-12 16:13:00,01-2019,2019,January,Adoption,Dog,Border Collie/Dachshund,11 months,Young,Pre-COVID
Unknown,2019-01-12 16:35:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 16:35:00,01-2019,2019,January,Adoption,Dog,Doberman Pinsch Mix,2 years,Adult,Pre-COVID
Gracie,2019-01-12 16:35:00,01-2019,2019,January,Adoption,Dog,Catahoula Mix,2 years,Adult,Pre-COVID
Unknown,2019-01-12 16:57:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Yori,2019-01-12 17:10:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever/Whippet,4 months,Puppy/Kitten,Pre-COVID
Max,2019-01-12 17:24:00,01-2019,2019,January,Adoption,Dog,Australian Shepherd Mix,2 years,Adult,Pre-COVID
Julius Purrving,2019-01-12 17:28:00,01-2019,2019,January,Adoption,Cat,Domestic Medium Hair Mix,4 months,Puppy/Kitten,Pre-COVID
*Jenny,2019-01-12 17:29:00,01-2019,2019,January,Adoption,Dog,Border Collie Mix,10 months,Young,Pre-COVID
Fifi,2019-01-12 17:47:00,01-2019,2019,January,Transfer,Cat,Domestic Longhair,1 year,Young,Pre-COVID
Unknown,2019-01-12 17:48:00,01-2019,2019,January,Transfer,Cat,Domestic Longhair Mix,1 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 17:48:00,01-2019,2019,January,Transfer,Cat,Domestic Longhair Mix,1 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 17:48:00,01-2019,2019,January,Transfer,Cat,Domestic Longhair Mix,1 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 17:49:00,01-2019,2019,January,Transfer,Cat,Domestic Longhair Mix,1 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 17:49:00,01-2019,2019,January,Transfer,Cat,Domestic Longhair Mix,1 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 17:49:00,01-2019,2019,January,Transfer,Cat,Domestic Longhair Mix,1 weeks,Puppy/Kitten,Pre-COVID
Unknown,2019-01-12 17:55:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,2 years,Adult,Pre-COVID
Unknown,2019-01-12 18:00:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
*Frisky,2019-01-12 18:08:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,3 months,Puppy/Kitten,Pre-COVID
Copper,2019-01-12 18:57:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever/Pit Bull,2 years,Adult,Pre-COVID
Rex,2019-01-12 19:37:00,01-2019,2019,January,Adoption,Dog,Collie Smooth Mix,3 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-13 10:24:25,01-2019,2019,January,Transfer,Dog,Dachshund Mix,2 years,Adult,Pre-COVID
Bella,2019-01-13 11:16:00,01-2019,2019,January,Return To Owner,Dog,Bruss Griffon,10 years,Senior,Pre-COVID
Unknown,2019-01-13 12:30:00,01-2019,2019,January,Transfer,Dog,Dachshund Mix,2 years,Adult,Pre-COVID
Unknown,2019-01-13 12:30:00,01-2019,2019,January,Transfer,Dog,Chihuahua Longhair Mix,2 years,Adult,Pre-COVID
*Penny,2019-01-13 12:31:00,01-2019,2019,January,Transfer,Dog,Yorkshire Terrier Mix,1 year,Young,Pre-COVID
Unknown,2019-01-13 12:31:00,01-2019,2019,January,Transfer,Dog,Chihuahua Shorthair,2 months,Puppy/Kitten,Pre-COVID
Bullet,2019-01-13 12:55:00,01-2019,2019,January,Adoption,Dog,Australian Cattle Dog,4 years,Adult,Pre-COVID
Lucy,2019-01-13 13:07:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,5 years,Adult,Pre-COVID
Grace,2019-01-13 13:16:00,01-2019,2019,January,Adoption,Dog,German Shepherd Mix,9 months,Young,Pre-COVID
Wheezer,2019-01-13 13:23:00,01-2019,2019,January,Return To Owner,Cat,Domestic Longhair Mix,19 years,Senior,Pre-COVID
Luna Lexy,2019-01-13 13:25:00,01-2019,2019,January,Return To Owner,Dog,Labrador Retriever Mix,2 years,Adult,Pre-COVID
*Brutus,2019-01-13 13:34:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,3 years,Adult,Pre-COVID
Nikki,2019-01-13 13:44:00,01-2019,2019,January,Transfer,Dog,Labrador Retriever Mix,2 months,Puppy/Kitten,Pre-COVID
Polo,2019-01-13 13:44:00,01-2019,2019,January,Transfer,Dog,Labrador Retriever Mix,2 months,Puppy/Kitten,Pre-COVID
Maya,2019-01-13 13:59:00,01-2019,2019,January,Adoption,Dog,German Shepherd Mix,2 years,Adult,Pre-COVID
Hobbes,2019-01-13 14:14:00,01-2019,2019,January,Adoption,Dog,Boxer/Pit Bull,10 months,Young,Pre-COVID
Tuna,2019-01-13 14:45:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,10 months,Young,Pre-COVID
Unknown,2019-01-13 15:08:00,01-2019,2019,January,Transfer,Dog,Chihuahua Shorthair Mix,1 year,Young,Pre-COVID
Chaco,2019-01-13 15:51:00,01-2019,2019,January,Return To Owner,Dog,Labrador Retriever Mix,9 months,Young,Pre-COVID
Unknown,2019-01-13 16:05:00,01-2019,2019,January,Transfer,Dog,Labrador Retriever Mix,3 years,Adult,Pre-COVID
Rocky,2019-01-13 16:36:00,01-2019,2019,January,Rto-Adopt,Dog,Labrador Retriever/German Shepherd,2 years,Adult,Pre-COVID
Princess,2019-01-13 16:39:00,01-2019,2019,January,Rto-Adopt,Dog,Collie Smooth/Pointer,2 years,Adult,Pre-COVID
Unknown,2019-01-13 16:57:00,01-2019,2019,January,Adoption,Dog,Cairn Terrier Mix,5 months,Puppy/Kitten,Pre-COVID
Unknown,2019-01-13 17:03:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,2 years,Adult,Pre-COVID
Smila,2019-01-13 17:05:00,01-2019,2019,January,Return To Owner,Cat,Domestic Shorthair Mix,9 years,Senior,Pre-COVID
Baby Gray,2019-01-13 17:06:00,01-2019,2019,January,Return To Owner,Cat,Domestic Medium Hair Mix,13 years,Senior,Pre-COVID
Chu Cho,2019-01-13 17:18:00,01-2019,2019,January,Return To Owner,Dog,Australian Cattle Dog Mix,7 years,Adult,Pre-COVID
Muneca,2019-01-13 17:20:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,5 months,Puppy/Kitten,Pre-COVID
*Pumba,2019-01-13 17:41:00,01-2019,2019,January,Adoption,Dog,American Pit Bull Terrier Mix,2 years,Adult,Pre-COVID
Brown,2019-01-13 18:05:00,01-2019,2019,January,Adoption,Dog,Chihuahua Shorthair Mix,1 year,Young,Pre-COVID
Sadie,2019-01-13 18:08:00,01-2019,2019,January,Adoption,Dog,Boxer Mix,1 year,Young,Pre-COVID
Max,2019-01-13 18:10:00,01-2019,2019,January,Adoption,Cat,Siamese,2 years,Adult,Pre-COVID
Bunny,2019-01-13 18:13:00,01-2019,2019,January,Adoption,Dog,Pit Bull Mix,7 years,Adult,Pre-COVID
Unknown,2019-01-13 18:40:00,01-2019,2019,January,Adoption,Dog,Maltese/Toy Poodle,2 years,Adult,Pre-COVID
Unknown,2019-01-13 18:40:00,01-2019,2019,January,Adoption,Dog,Maltese/Toy Poodle,2 years,Adult,Pre-COVID
Brandi,2019-01-13 19:35:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Yogi,2019-01-13 19:37:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Unknown,2019-01-13 19:54:29,01-2019,2019,January,Transfer,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Milo,2019-01-13 19:57:00,01-2019,2019,January,Adoption,Cat,Domestic Medium Hair Mix,3 months,Puppy/Kitten,Pre-COVID
*Jacob,2019-01-13 21:40:00,01-2019,2019,January,Adoption,Dog,Labrador Retriever Mix,1 year,Young,Pre-COVID
Bella,2019-01-13 22:08:00,01-2019,2019,January,Adoption,Cat,Domestic Shorthair Mix,3 years,Adult,Pre-COVID
Olie,2019-01-14 00:00:00,01-2019,2019,January,Transfer,Cat,Ragdoll Mix,12 years,Senior,Pre-COVID
Lola,2019-01-14 11:07:00,01-2019,2019,January,Return To Owner,Dog,Pit Bull Mix,5 years,Adult,Pre-COVID
Jack,2019-01-14 11:27:00,01-2019,2019,January,Return To Owner,Dog,Pointer Mix,3 years,Adult,Pre-COVID
Niko,2019-01-14 12:55:00,01-2019,2019,January,Return To Owner,Dog,German Shepherd Mix,4 years,Adult,Pre-COVID
